@relation relationship
,-1.0,-0.193408,-1.0,-1.0,1.0,0.999995,0.999237,-1.0,1.0,-0.999485,-1.0,-0.999455,1.0,-0.999987,1.0,1.0,-0.980395,1.0,1.0,0.988637,-1.0,1.0,1.0,-1.0,-1.0,-0.999858,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.993486,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.999999,1.0,0.999896,-0.999999,0.99886,-1.0,1.0,-1.0,-0.997664,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.981951,1.0,-0.525543,1.0,0.999226,-1.0,-0.999358,0.999994,1.0,-1.0,0.990641,-0.999997,-0.999373,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.972182,-0.999922,1.0,-1.0,-1.0,1.0,0.999818,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.99949,1.0,0.880255,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999997,-0.986566,-0.994813,0.86211,1.0,-0.992115,1.0,-1.0,-1.0,1.0,0.999997,-1.0,1.0,1.0,0.999625,0.973778,-1.0,1.0,0.991848,-1.0,1.0,1.0,1.0,1.0,0.993962,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.999999,1.0,1.0,1.0,0.999989,-1.0,1.0,1.0,-1.0,-1.0,-0.999998,0.999943,-0.982053,-0.997871,0.999827,-1.0,1.0,1.0,-0.800046,1.0,1.0,1.0,1.0,1.0,-0.994359,1.0,1.0,1.0,-0.99987,1.0,1.0,-1.0,-1.0,-0.999582,-1.0,1.0,-1.0,-0.969332,1.0,-1.0,1.0,1.0,-0.999836,1.0,-1.0,1.0,0.939527,1.0,-0.998821,-1.0,1.0,1.0,1.0,-1.0,-0.774634,1.0,-1.0,-1.0,0.998874,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0646873,0.96293,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.35788,1.0,1.0,0.999998,-1.0,-1.0,0.464806,-1.0,-1.0,0.969494,1,1,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.863914,-1.0,1.0,-0.999661,0.999788,-1.0,1.0,-0.520017,1.0,1.0,1.0,-0.999998,0.788534,1.0,-0.99917,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.99968,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.999697,1.0,-1.0,-1.0,0.99688,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.999911,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999991,0.923452,-1.0,0.999999,-1.0,0.900511,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999919,0.999974,0.998963,1.0,-0.916734,-1.0,-1.0,1.0,1.0,-1.0,-0.953973,-0.999995,-0.999472,1.0,-1.0,1.0,1.0,1.0,-1.0,0.999806,-1.0,1.0,-1.0,-1.0,1.0,0.999996,1.0,-0.456391,1.0,1.0,-1.0,-1.0,0.998881,0.877549,-0.64526,1.0,1.0,-1.0,1.0,0.999995,-1.0,1.0,1.0,1.0,1.0,-0.999877,-1.0,-0.999998,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.999998,-0.985074,-1.0,-1.0,1.0,-0.984019,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.995635,-1.0,-1.0,-1.0,-1.0,-0.995892,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.998496,1.0,-1.0,-0.999963,0.999999,-0.999999,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.999826,1.0,-1.0,-1.0,0.509847,-1.0,1.0,-1.0,0.890483,1.0,-1.0,1.0,1.0,-0.938198,1.0,-0.999874,1.0,0.877668,1.0,-1.0,-0.999921,-0.919304,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999715,-1.0,1.0,-1.0,-1.0,-1.0,0.126814,-1.0,-1.0,-1.0,-1.0,-1.0,0.95485,1.0,1.0,-1.0,-0.988722,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.999698,-1.0,-0.999948,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,-0.830046,1.0,1.0,1.0,1.0,0.998654,1.0,1.0,-1.0,-1.0,0.999999,1.0,1.0,0.660809,0.999998,-0.8598,0.873478,1.0,-1.0,-1.0,1.0,-0.988615,1.0,-1.0,1.0,0.993609,-1.0,1.0,0.992477,0.999997,-1.0,0.317916,-1.0,1.0,1.0,1.0,-1.0,0.999988,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999586,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.99996,0.99994,0.203693,-1.0,1.0,-1.0,-0.91988,-0.999999,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.99985,0.979801,1.0,0.281636,-1.0,-1.0,-1.0,1.0,-1.0,0.993409,0.999348,-0.999997,1.0,-1.0,0.99782,-0.210593,1.0,-1.0,-0.999571,-0.989517,-0.995602,-1.0,-1.0,0.996971,-1.0,1.0,-0.99983,1.0,1.0,-1.0,-1.0,-0.997659,1.0,1.0,0.977336,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.551062,0.771862,1.0,0.999958,1.0,1.0,1.0,-1.0,-1.0,1.0,0.99965,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.961376,1.0,1.0,0.998069,-1.0,1.0,-1.0,-1.0,-0.999993,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999906,-1.0,1.0,1.0,-1.0,-1.0,-0.983421,-1.0,-0.997581,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.996019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.049821,-0.856466,1.0,-1.0,-1.0,-0.986473,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.993977,1.0,0.998758,1.0,1.0,1.0,0.999999,-0.97478,-0.999643,1.0,1.0,-1.0,0.999999,1.0,-0.999982,-1.0,-0.999998,1.0,1.0,1.0,-1.0,-0.995567,0.999997,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.995431,1.0,-1.0,1.0,-1.0,-0.798622,1.0,0.999998,0.999999,-1.0,-1.0,-0.986722,-1.0,-1.0,-1.0,1,0,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.588022,1.0,1.0,-0.999984,-1.0,-0.144579,0.999723,1.0,0.999974,1.0,0.99961,-0.506658,1.0,0.959255,-1.0,1.0,0.999815,1.0,-1.0,1.0,-1.0,-1.0,0.999801,0.941052,-0.999953,-1.0,-0.999986,-1.0,1.0,1.0,0.999997,-1.0,-0.999999,1.0,-1.0,-1.0,-0.985414,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.861195,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.999998,1.0,-0.74507,1.0,-1.0,-1.0,1.0,-1.0,0.970207,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999784,1.0,-0.888727,1.0,-0.948548,-1.0,-1.0,0.993238,1.0,-1.0,1.0,0.992062,-0.986758,1.0,-1.0,-0.953365,-0.999944,1.0,-1.0,0.998145,-1.0,0.998806,-1.0,-1.0,1.0,-1.0,1.0,0.901945,1.0,1.0,-1.0,-1.0,-1.0,0.999996,1.0,-0.999992,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999932,1.0,-0.383204,1.0,0.999998,1.0,-1.0,-1.0,1.0,0.999137,-1.0,1.0,1.0,-1.0,0.999997,-1.0,1.0,-0.804606,-1.0,1.0,1.0,1.0,1.0,0.999999,0.999942,-1.0,0.999335,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999587,-0.997303,0.922984,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.856988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,0.999872,1.0,-1.0,-1.0,-0.993558,-1.0,1.0,-1.0,0.172541,1.0,-1.0,0.999995,1.0,-0.999999,1.0,1.0,1.0,0.999944,1.0,-0.717233,-0.999996,-0.912702,1.0,1.0,-1.0,-1.0,-1.0,-0.998443,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.981153,-1.0,1.0,-1.0,-1.0,-1.0,-0.999974,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.169051,0.966334,-1.0,0.999031,-1.0,-1.0,-0.999999,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999438,-1.0,-1.0,0.999944,1,0,0,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,-1.0,1.0,1.0,0.995692,-1.0,0.99951,-1.0,1.0,0.999871,1.0,-0.999999,-0.998647,1.0,-0.41799,-1.0,1.0,0.999678,1.0,-1.0,1.0,-1.0,-0.999999,1.0,-0.993241,-0.999984,-0.999294,1.0,-1.0,1.0,1.0,0.0986083,-1.0,-0.999962,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.99995,1.0,1.0,-1.0,-1.0,-1.0,-0.619335,1.0,-1.0,-1.0,-0.999989,-1.0,-0.999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999734,1.0,-1.0,1.0,-0.828874,0.998765,-1.0,0.999943,1.0,-1.0,-1.0,0.999691,-1.0,0.997208,-1.0,1.0,0.958699,1.0,-1.0,0.971076,-0.999998,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.998529,-0.92631,1.0,-1.0,0.999956,0.999965,-1.0,1.0,1.0,1.0,0.954039,-0.999857,-0.984371,0.999982,1.0,1.0,1.0,-1.0,-1.0,1.0,0.999512,-1.0,1.0,0.999961,-1.0,0.957272,-1.0,1.0,0.998416,-1.0,1.0,1.0,1.0,1.0,0.751255,-1.0,-1.0,-0.999992,-1.0,-1.0,-1.0,1.0,-1.0,-0.999962,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.713884,-1.0,-1.0,0.999998,1.0,1.0,0.924191,1.0,-0.841575,0.998068,1.0,-1.0,1.0,1.0,0.999983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.999966,-0.952278,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.999994,1.0,1.0,1.0,-0.99982,1.0,-0.999758,-1.0,-0.90619,1.0,1.0,-1.0,-1.0,-0.92323,-0.999898,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.99939,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.991479,-1.0,-0.997283,-1.0,-0.997764,-0.996646,-1.0,-1.0,0.966763,-1.0,1.0,-1.0,-1.0,-0.827535,1.0,1.0,-1.0,-1.0,-0.999926,-1.0,-1.0,1.0,1,1,1,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.999102,1.0,-0.542815,-1.0,1.0,-0.995364,-0.999906,-1.0,1.0,-0.978189,1.0,-0.999992,0.997039,-0.999969,0.999961,0.999997,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.996236,0.998205,-1.0,0.999571,-0.999793,-1.0,1.0,1.0,-0.999999,-1.0,0.999999,1.0,-1.0,-1.0,-1.0,0.995805,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.972072,1.0,-1.0,-1.0,-1.0,-0.999985,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999996,-0.786237,1.0,0.735218,-1.0,-1.0,0.999999,1.0,-1.0,-1.0,0.999987,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.99952,-1.0,0.974724,-1.0,-1.0,1.0,-1.0,1.0,0.99999,1.0,1.0,-1.0,-1.0,-0.99995,0.955418,1.0,0.999995,1.0,-1.0,1.0,0.989573,-1.0,1.0,1.0,1.0,-0.991203,1.0,1.0,-0.999925,1.0,0.999626,1.0,-1.0,-1.0,1.0,-0.999998,-1.0,1.0,1.0,1.0,0.999916,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.999994,1.0,-1.0,1.0,-1.0,0.99787,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999339,-1.0,0.705958,-0.968176,-1.0,-1.0,0.997851,1.0,0.996659,-1.0,1.0,-1.0,-1.0,1.0,-0.999364,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371016,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.00811472,1.0,1.0,1.0,1.0,0.859908,-0.999799,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.821365,-1.0,0.99997,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999934,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.974209,1.0,1.0,-0.966689,-1.0,-1.0,0.938338,-1.0,-1.0,1.0,1,1,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999991,-1.0,1.0,1.0,-0.418228,-1.0,1.0,1.0,1.0,1.0,1.0,0.995659,-0.999999,1.0,0.999924,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.529939,1.0,0.999989,-0.989377,-1.0,-0.366866,-1.0,1.0,1.0,0.998265,-1.0,0.851371,1.0,-1.0,-1.0,0.999935,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.98986,1.0,-1.0,-1.0,-0.998275,-0.996779,-1.0,1.0,1.0,1.0,0.994949,1.0,-1.0,-1.0,1.0,-1.0,-0.939282,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.694211,0.999997,-1.0,1.0,-0.272791,-0.99086,-1.0,0.99991,1.0,-1.0,-0.998468,0.999995,0.914477,1.0,-1.0,0.922649,0.964422,1.0,-1.0,-0.989199,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999999,0.114713,0.999998,-0.886302,1.0,-1.0,1.0,0.999984,-1.0,1.0,1.0,1.0,-0.999683,-0.980633,-0.999567,-0.999957,1.0,0.981925,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.999987,-0.998419,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.999991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.200774,1.0,-0.999989,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99946,1.0,0.997619,0.996203,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.962117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.999999,0.869311,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.999995,1.0,0.999998,1.0,-0.999889,1.0,0.305235,-1.0,-0.601763,1.0,1.0,-1.0,-0.999991,-0.999971,-0.999998,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-0.999993,-1.0,1.0,-1.0,-1.0,-1.0,-0.551645,-1.0,-1.0,-1.0,-1.0,-1.0,0.9838,-0.996793,-1.0,-1.0,0.0669505,-0.999994,-1.0,-1.0,0.999963,-1.0,1.0,-1.0,-0.99977,1.0,1.0,1.0,-0.999992,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,0,0,0
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999,-1.0,1.0,1.0,-1.0,-1.0,0.999686,0.912407,1.0,0.74199,0.999998,-1.0,-0.999998,-0.916933,-0.999916,-1.0,1.0,0.990964,1.0,-1.0,1.0,-0.626559,-0.999999,1.0,-0.715589,-0.999999,0.999959,-0.999155,-1.0,1.0,1.0,-0.996183,-1.0,-0.999094,1.0,-1.0,-1.0,-0.999999,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999698,1.0,-1.0,-1.0,-1.0,-0.999994,-1.0,1.0,1.0,1.0,-0.999595,0.999998,-0.999986,-1.0,1.0,-1.0,0.999996,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.999974,1.0,-0.999999,1.0,-0.825074,0.757689,-1.0,-0.999784,1.0,-1.0,-0.981817,0.999023,-0.869652,0.999995,-1.0,-0.996712,0.999992,1.0,-1.0,0.966789,0.958526,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.998468,0.976413,0.947979,-0.35133,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.999986,0.999979,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.999985,-1.0,1.0,1.0,-1.0,0.997019,-1.0,1.0,0.493126,-1.0,1.0,1.0,1.0,1.0,0.518973,0.993185,-1.0,1.0,-1.0,-1.0,-0.999998,1.0,-1.0,0.799934,1.0,1.0,1.0,0.99444,-1.0,1.0,0.999984,-1.0,-1.0,-0.999999,0.987314,0.999997,-0.99473,1.0,-1.0,0.990952,1.0,-1.0,1.0,0.999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997488,0.73215,1.0,-1.0,-1.0,-0.999212,-1.0,1.0,-1.0,-0.999782,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.690671,1.0,-0.959008,-1.0,0.998586,1.0,1.0,-1.0,0.220405,0.845787,0.999869,-1.0,0.43874,1.0,1.0,1.0,-1.0,-0.999967,0.196723,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.989386,-0.994874,-0.999992,-1.0,-0.998563,-1.0,-1.0,-0.999912,-0.999964,-1.0,1.0,-1.0,-0.999997,1.0,1.0,1.0,-1.0,-1.0,-0.760765,-1.0,-1.0,0.999999,0,1,0,0,0,1
-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0897217,-1.0,1.0,0.932572,0.868103,-1.0,1.0,-0.160262,1.0,-0.975565,1.0,-0.999996,0.999999,1.0,-1.0,-1.0,1.0,0.99973,1.0,-1.0,1.0,-0.999985,-1.0,0.932702,1.0,-0.999994,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,0.813567,1.0,-1.0,-1.0,0.999942,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.999998,1.0,-1.0,-1.0,-1.0,-0.970756,-1.0,1.0,1.0,1.0,-1.0,-0.990033,0.867928,-1.0,1.0,-1.0,0.999995,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.168692,1.0,1.0,1.0,0.996889,-1.0,0.9092,1.0,1.0,-1.0,0.998254,-0.999997,-1.0,0.99995,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.999974,-1.0,-1.0,1.0,-0.999984,1.0,-1.0,1.0,0.999956,-1.0,0.0260472,-0.99723,-0.992869,1.0,1.0,1.0,-1.0,1.0,0.945461,-1.0,1.0,1.0,1.0,1.0,-0.555655,0.999707,-0.999702,1.0,-0.950904,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.999796,-0.851333,-0.99998,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.985473,-0.996107,-1.0,-1.0,-1.0,-1.0,0.999918,1.0,-1.0,-1.0,1.0,1.0,1.0,0.999997,-1.0,-0.999994,1.0,-1.0,-1.0,0.999701,1.0,-0.999999,-1.0,1.0,-1.0,1.0,1.0,0.93508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.436491,-1.0,1.0,-1.0,0.867636,1.0,-1.0,1.0,1.0,-0.983688,1.0,-0.660734,1.0,1.0,1.0,-0.95098,-1.0,1.0,1.0,1.0,-1.0,-0.999991,1.0,-1.0,-1.0,-0.345499,1.0,1.0,1.0,-1.0,-1.0,-0.262132,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999689,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.998528,0,1,0,0,0,1
-1.0,-1.0,-1.0,1.0,1.0,0.984191,1.0,1.0,1.0,1.0,-1.0,0.999995,0.996768,-0.997223,-1.0,1.0,-0.903784,1.0,0.87951,1.0,0.987026,0.99993,1.0,-1.0,-1.0,1.0,-0.255405,1.0,-1.0,1.0,0.999912,-1.0,-0.655031,1.0,-1.0,-0.986443,0.999995,-0.999992,1.0,1.0,0.993108,-1.0,0.599919,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.996427,1.0,-1.0,-1.0,-1.0,-0.380234,-1.0,1.0,1.0,1.0,-0.998303,-0.963827,-0.998962,-1.0,1.0,-1.0,0.999712,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.999985,1.0,1.0,1.0,-0.974697,-1.0,-0.999998,1.0,1.0,-1.0,0.54886,-0.99613,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.976297,-1.0,-0.261431,-1.0,-1.0,1.0,-1.0,1.0,-0.999599,1.0,1.0,-1.0,-1.0,-0.939875,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.395653,1.0,-0.999913,1.0,0.875056,1.0,-1.0,-1.0,1.0,-0.29792,-1.0,1.0,0.999977,-1.0,-0.825298,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.987656,-0.986417,-1.0,-0.99265,-1.0,-1.0,-0.975996,1.0,-1.0,-0.999795,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.932735,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.993651,1.0,0.999909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.999996,-0.950379,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.862767,1.0,-1.0,1.0,1.0,0.953842,1.0,-0.999998,1.0,0.999781,1.0,-1.0,0.0234908,0.999486,1.0,1.0,-1.0,0.814631,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999999,-1.0,-1.0,0.660695,-1.0,1.0,-1.0,-1.0,-1.0,-0.951967,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.99945,0.964146,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.958592,1.0,0.997844,-0.918509,-1.0,-1.0,-0.99663,-1.0,-1.0,-0.892348,1,1,1,1,0,1
-1.0,-1.0,-1.0,1.0,1.0,-0.991333,1.0,0.999992,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.999993,1.0,0.970472,1.0,-0.994559,-0.95302,1.0,-1.0,-1.0,1.0,-0.996982,1.0,-1.0,1.0,-0.999782,-1.0,0.999999,0.997518,0.999957,-0.999911,0.619448,-0.86987,1.0,1.0,0.999999,-1.0,0.999987,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-0.997354,-1.0,1.0,1.0,1.0,-0.676317,1.0,-1.0,-1.0,1.0,-1.0,-0.999972,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.998773,1.0,1.0,1.0,-0.991826,-1.0,-1.0,-0.998756,1.0,-1.0,0.0651381,-1.0,0.999932,-0.999548,-1.0,0.999017,1.0,1.0,-1.0,-0.999999,-1.0,0.999984,-1.0,-1.0,0.296705,-1.0,1.0,0.735092,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.999954,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.989353,-0.999927,0.999973,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.966487,-1.0,1.0,1.0,-0.999992,-0.949906,-1.0,1.0,0.999998,-1.0,1.0,1.0,1.0,1.0,0.999999,-0.999965,-1.0,0.997776,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.999989,1.0,-1.0,-1.0,-0.999966,-0.855975,-0.999999,-0.999995,1.0,-1.0,1.0,1.0,-0.921642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.950909,0.997688,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.361484,1.0,-1.0,1.0,-1.0,1.0,0.600655,-0.879881,-0.500597,1.0,1.0,-1.0,0.999933,0.999989,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.999821,-0.0921726,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.985725,-1.0,-0.974067,-0.999833,-1.0,-1.0,0.999993,-1.0,1.0,-1.0,-0.99848,1.0,1.0,0.999966,-1.0,-1.0,-1.0,-1.0,-1.0,0.993505,1,0,0,0,0,0
